City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
225,mecca,SA,2022-05-13 21:01:45,21.4267,39.8261,90.77,32,0,3.58,clear sky
226,taltal,CL,2022-05-13 21:00:20,-25.4,-70.4833,63.37,71,23,4.94,few clouds
227,kumba,CM,2022-05-13 21:01:46,4.6363,9.4469,73.4,98,70,1.48,light rain
228,polovinnoye,RU,2022-05-13 21:01:46,54.7914,65.9864,54.19,57,100,14.12,overcast clouds
229,marystown,CA,2022-05-13 21:01:51,47.1666,-55.1483,49.55,63,100,14.05,overcast clouds
230,marsa matruh,EG,2022-05-13 21:01:51,31.3525,27.2453,67.48,65,100,7.49,overcast clouds
231,kargasok,RU,2022-05-13 21:01:52,59.0556,80.8572,54.61,45,36,8.19,scattered clouds
232,addanki,IN,2022-05-13 21:01:52,15.8167,79.9833,82.17,87,11,5.53,few clouds
233,lafiagi,NG,2022-05-13 21:01:53,8.8667,5.4167,86.11,57,79,0.51,light rain
234,raga,SS,2022-05-13 21:00:18,8.4596,25.678,77.95,68,100,3.85,overcast clouds
235,pisco,PE,2022-05-13 21:01:54,-13.7,-76.2167,67.01,84,9,7.99,clear sky
236,baghdad,IQ,2022-05-13 21:01:54,33.3406,44.4009,76.91,14,0,10.36,dust
237,kharp,RU,2022-05-13 21:01:55,66.8014,65.8081,36.84,97,99,4.61,overcast clouds
238,rosetta,EG,2022-05-13 21:01:55,31.4044,30.4164,68.52,74,100,12.26,overcast clouds
239,vila velha,BR,2022-05-13 21:01:55,-20.3297,-40.2925,74.8,79,95,8.12,overcast clouds
240,imeni babushkina,RU,2022-05-13 21:01:56,59.7573,43.1285,42.55,96,100,5.79,light rain
241,puerto ayacucho,VE,2022-05-13 21:01:56,5.6639,-67.6236,87.48,67,100,1.72,overcast clouds
242,north myrtle beach,US,2022-05-13 21:01:57,33.816,-78.68,78.35,80,92,5.01,overcast clouds
243,tsiroanomandidy,MG,2022-05-13 21:01:57,-18.7667,46.0333,61.68,67,18,1.54,few clouds
244,manado,ID,2022-05-13 21:01:58,1.487,124.8455,77.77,100,40,2.3,scattered clouds
245,staroaleyskoye,RU,2022-05-13 21:01:58,51.0061,82.0,55.9,53,4,4.07,clear sky
246,ivybridge,GB,2022-05-13 21:01:58,50.3904,-3.9191,54.68,81,75,7.47,broken clouds
247,abu dhabi,AE,2022-05-13 20:59:25,24.4667,54.3667,82.51,52,0,9.22,clear sky
248,te anau,NZ,2022-05-13 21:01:59,-45.4167,167.7167,52.52,94,100,3.13,light rain
249,georgetown,MY,2022-05-13 21:01:59,5.4112,100.3354,82.33,83,20,0.0,thunderstorm
250,surazh,RU,2022-05-13 21:02:00,53.0175,32.3918,46.49,86,31,7.94,scattered clouds
251,alta floresta,BR,2022-05-13 21:02:00,-9.8756,-56.0861,79.61,73,90,2.66,overcast clouds
252,la ronge,CA,2022-05-13 21:02:01,55.1001,-105.2842,43.2,70,100,13.42,overcast clouds
253,longyearbyen,SJ,2022-05-13 21:02:01,78.2186,15.6401,22.84,63,0,12.66,clear sky
254,moultrie,US,2022-05-13 21:02:02,31.1799,-83.7891,78.57,78,40,4.61,scattered clouds
255,tessalit,ML,2022-05-13 21:02:02,20.1986,1.0114,87.67,8,5,12.26,clear sky
256,mount gambier,AU,2022-05-13 21:02:02,-37.8333,140.7667,58.91,88,100,18.41,overcast clouds
257,xai-xai,MZ,2022-05-13 21:02:03,-25.0519,33.6442,67.46,87,1,8.14,clear sky
258,bilma,NE,2022-05-13 21:02:03,18.6853,12.9164,85.91,15,3,15.7,clear sky
259,kurunegala,LK,2022-05-13 21:02:04,7.4863,80.3623,76.05,94,100,7.23,overcast clouds
260,leningradskiy,RU,2022-05-13 21:02:04,69.3833,178.4167,32.79,75,17,5.57,few clouds
261,sangin,AF,2022-05-13 21:02:05,32.0728,64.8359,79.81,12,0,4.27,clear sky
262,nha trang,VN,2022-05-13 21:02:05,12.25,109.1833,78.8,86,100,3.49,overcast clouds
263,sarkand,KZ,2022-05-13 21:02:05,45.41,79.9186,59.83,48,53,6.22,broken clouds
264,ilulissat,GL,2022-05-13 21:02:06,69.2167,-51.1,25.3,73,100,3.87,overcast clouds
265,port lincoln,AU,2022-05-13 21:02:08,-34.7333,135.8667,62.91,71,55,18.99,broken clouds
266,bras-panon,RE,2022-05-13 21:02:08,-20.9967,55.6782,70.9,69,13,9.82,few clouds
267,gondar,ET,2022-05-13 21:02:09,12.6,37.4667,70.65,35,5,4.92,clear sky
268,kaitangata,NZ,2022-05-13 21:02:09,-46.2817,169.8464,50.74,92,100,6.46,overcast clouds
269,san patricio,US,2022-05-13 21:02:09,28.017,-97.5169,93.92,45,2,15.5,clear sky
270,vestmannaeyjar,IS,2022-05-13 21:02:10,63.4427,-20.2734,42.87,55,100,4.41,overcast clouds
271,zyryanka,RU,2022-05-13 21:02:10,65.75,150.85,36.99,76,91,9.84,overcast clouds
272,komsomolskiy,UZ,2022-05-13 21:02:11,40.4272,71.7189,67.96,59,89,2.75,overcast clouds
273,iskateley,RU,2022-05-13 21:02:11,67.6803,53.1512,40.86,83,48,8.14,scattered clouds
274,holme,DK,2022-05-13 21:02:12,56.1138,10.1725,53.17,80,80,15.23,broken clouds
275,katsuura,JP,2022-05-13 21:02:12,35.1333,140.3,68.02,95,100,24.36,moderate rain
276,iqaluit,CA,2022-05-13 21:02:12,63.7506,-68.5145,25.7,68,72,18.01,broken clouds
277,auburndale,US,2022-05-13 20:57:16,28.0653,-81.7887,87.78,58,79,10.51,broken clouds
278,kirkenaer,NO,2022-05-13 21:02:13,60.4564,12.0582,49.23,71,100,8.21,light rain
279,zarichne,UA,2022-05-13 21:02:13,51.8126,26.129,53.85,66,81,1.59,broken clouds
280,udachnyy,RU,2022-05-13 21:02:14,66.4167,112.4,24.93,78,99,3.51,overcast clouds
281,isla mujeres,MX,2022-05-13 21:02:14,21.2311,-86.731,84.16,63,12,11.54,few clouds
282,makakilo city,US,2022-05-13 21:01:19,21.3469,-158.0858,80.56,55,13,13.91,few clouds
283,saint-philippe,RE,2022-05-13 20:58:19,-21.3585,55.7679,69.39,70,1,6.89,clear sky
284,vostok,RU,2022-05-13 21:02:15,46.4856,135.8833,41.52,89,100,2.19,overcast clouds
285,miandrivazo,MG,2022-05-13 21:02:15,-19.5167,45.4667,73.04,54,0,2.24,clear sky
286,casper,US,2022-05-13 21:00:02,42.8666,-106.3131,60.82,29,100,18.99,overcast clouds
287,lorengau,PG,2022-05-13 21:02:16,-2.0226,147.2712,81.91,71,46,7.36,scattered clouds
288,saint george,US,2022-05-13 21:00:49,37.1041,-113.5841,85.42,11,0,4.0,clear sky
289,polunochnoye,RU,2022-05-13 21:02:16,60.8697,60.4153,48.85,73,96,4.23,overcast clouds
290,moose factory,CA,2022-05-13 21:02:17,51.2585,-80.6094,57.69,58,98,7.38,overcast clouds
291,awjilah,LY,2022-05-13 21:02:17,29.1081,21.2869,69.84,54,28,18.7,scattered clouds
292,salalah,OM,2022-05-13 21:02:18,17.0151,54.0924,83.64,38,3,0.6,clear sky
293,paita,PE,2022-05-13 21:02:18,-5.0892,-81.1144,70.05,77,61,16.64,broken clouds
294,nemuro,JP,2022-05-13 21:02:19,43.3236,145.575,45.64,99,100,22.19,overcast clouds
295,roebourne,AU,2022-05-13 21:02:19,-20.7833,117.1333,74.03,73,0,9.1,clear sky
296,miramar,US,2022-05-13 21:02:20,25.9873,-80.2323,85.01,68,0,14.97,clear sky
297,nueve de julio,AR,2022-05-13 20:57:43,-35.4444,-60.8831,63.18,63,59,3.78,broken clouds
298,palmer,US,2022-05-13 21:02:20,42.1584,-72.3287,83.89,55,29,3.0,scattered clouds
299,padang,ID,2022-05-13 21:02:20,-0.9492,100.3543,76.44,82,77,4.0,broken clouds
300,saint-francois,FR,2022-05-13 21:02:21,46.4154,3.9054,58.44,82,0,0.0,clear sky
301,pucallpa,PE,2022-05-13 21:02:21,-8.3791,-74.5539,86.86,55,72,1.88,broken clouds
302,corinto,GR,2022-05-13 21:02:22,37.9407,22.9573,65.41,57,78,4.32,broken clouds
303,huarmey,PE,2022-05-13 21:02:22,-10.0681,-78.1522,69.28,75,40,10.45,scattered clouds
304,glendive,US,2022-05-13 21:02:23,47.1053,-104.7125,59.49,64,100,28.99,overcast clouds
305,namatanai,PG,2022-05-13 21:02:23,-3.6667,152.4333,79.99,77,80,6.38,broken clouds
306,terra boa,BR,2022-05-13 21:02:23,-23.7681,-52.4442,63.91,68,0,4.16,clear sky
307,umm lajj,SA,2022-05-13 21:02:24,25.0213,37.2685,83.26,60,0,2.95,clear sky
308,barentu,ER,2022-05-13 21:02:24,15.1139,37.5928,85.33,17,0,6.46,clear sky
309,fort dix,US,2022-05-13 21:02:25,40.0298,-74.6185,70.88,87,100,5.75,overcast clouds
310,soyo,AO,2022-05-13 21:02:25,-6.1349,12.3689,77.05,88,31,6.38,light rain
311,hede,CN,2022-05-13 21:02:26,33.7681,120.2517,49.42,80,94,5.73,overcast clouds
312,touros,BR,2022-05-13 21:02:26,-5.1989,-35.4608,79.2,83,81,10.45,light rain
313,kostomuksha,RU,2022-05-13 21:02:26,64.571,30.5767,42.12,93,52,6.76,broken clouds
314,trhove sviny,CZ,2022-05-13 21:02:27,48.8423,14.6392,59.36,81,91,3.85,overcast clouds
315,daurala,IN,2022-05-13 21:02:27,29.1167,77.6833,87.3,22,0,4.29,clear sky
316,ola,RU,2022-05-13 21:02:28,59.5833,151.2833,33.42,100,100,7.14,snow
317,vardo,NO,2022-05-13 21:02:28,70.3705,31.1107,31.98,86,0,12.66,clear sky
318,garowe,SO,2022-05-13 21:02:28,8.4054,48.4845,87.15,39,99,7.54,overcast clouds
319,port hedland,AU,2022-05-13 21:02:29,-20.3167,118.5667,75.25,100,100,5.75,overcast clouds
320,akdepe,TM,2022-05-13 21:02:29,42.0551,59.3788,62.94,46,0,5.88,clear sky
321,havre-saint-pierre,CA,2022-05-13 21:02:30,50.2334,-63.5986,44.96,76,100,12.66,overcast clouds
322,gorom-gorom,BF,2022-05-13 21:02:30,14.4439,-0.2361,96.31,13,4,4.25,clear sky
323,gat,IL,2022-05-13 21:02:30,31.61,34.7642,80.4,36,1,5.68,clear sky
324,souillac,MU,2022-05-13 21:02:31,-20.5167,57.5167,71.98,73,20,4.61,few clouds
325,laguna,US,2022-05-13 21:02:31,38.421,-121.4238,82.69,33,0,11.5,clear sky
326,beyneu,KZ,2022-05-13 21:02:32,45.3167,55.2,61.0,50,100,15.19,overcast clouds
327,zhigansk,RU,2022-05-13 21:02:32,66.7697,123.3711,21.54,82,13,12.21,few clouds
328,merauke,ID,2022-05-13 21:02:32,-8.4667,140.3333,79.88,79,66,9.71,broken clouds
329,cayenne,GF,2022-05-13 20:58:37,4.9333,-52.3333,83.08,1,75,6.91,broken clouds
330,cabo san lucas,MX,2022-05-13 21:02:33,22.8909,-109.9124,87.62,60,55,3.65,broken clouds
331,isangel,VU,2022-05-13 21:02:33,-19.55,169.2667,75.47,63,100,14.36,overcast clouds
332,levelland,US,2022-05-13 21:01:14,33.5873,-102.378,93.18,6,0,2.01,clear sky
333,prince albert,CA,2022-05-13 21:00:22,53.2001,-105.7677,47.88,77,100,21.7,moderate rain
334,roald,NO,2022-05-13 21:02:34,62.5833,6.1333,46.76,87,75,13.8,broken clouds
335,abonnema,NG,2022-05-13 21:02:34,4.7084,6.7931,79.48,86,85,5.14,overcast clouds
336,margate,GB,2022-05-13 21:02:35,51.3813,1.3862,55.69,76,93,4.0,overcast clouds
337,aklavik,CA,2022-05-13 21:02:35,68.2191,-135.0107,30.2,93,100,14.97,light snow
338,san quintin,MX,2022-05-13 21:02:37,30.4833,-115.95,70.81,53,42,13.53,scattered clouds
339,eydhafushi,MV,2022-05-13 21:02:37,5.1033,73.0708,82.89,78,100,21.56,light rain
340,burdur,TR,2022-05-13 21:02:38,37.7203,30.2908,54.3,58,40,6.91,scattered clouds
341,dunedin,NZ,2022-05-13 21:02:38,-45.8742,170.5036,51.8,84,100,5.14,overcast clouds
342,mersin,TR,2022-05-13 21:02:39,36.862,34.6509,67.62,70,54,0.96,broken clouds
343,mattru,SL,2022-05-13 21:02:39,7.6244,-11.8332,77.34,94,92,2.01,light rain
344,warrington,GB,2022-05-13 20:59:33,53.3925,-2.5802,57.79,78,0,16.11,clear sky
345,bozuyuk,TR,2022-05-13 21:02:40,39.9078,30.0367,60.57,53,100,5.73,overcast clouds
346,tautira,PF,2022-05-13 21:02:41,-17.7333,-149.15,80.87,71,56,18.59,broken clouds
347,bilibino,RU,2022-05-13 21:02:41,68.0546,166.4372,28.26,78,77,3.06,broken clouds
348,haapiti,PF,2022-05-13 21:02:42,-17.5667,-149.8667,83.71,72,3,18.59,clear sky
349,shubarshi,KZ,2022-05-13 21:02:42,48.5872,57.1869,56.57,76,100,21.5,overcast clouds
350,sao sebastiao,BR,2022-05-13 21:02:43,-23.76,-45.4097,69.71,82,81,2.55,broken clouds
351,whakatane,NZ,2022-05-13 21:02:44,-37.9585,176.9854,53.78,91,96,4.59,overcast clouds
352,gumrak,RU,2022-05-13 21:02:45,48.7826,44.3824,57.11,82,0,8.99,clear sky
353,fairbanks,US,2022-05-13 21:02:24,64.8378,-147.7164,45.23,78,99,1.01,light rain
354,galesong,ID,2022-05-13 21:02:45,-5.3166,119.3661,75.22,84,85,5.39,overcast clouds
355,bairiki,KI,2022-05-13 21:02:45,1.3292,172.9752,80.1,74,100,10.13,overcast clouds
356,nelson bay,AU,2022-05-13 21:02:46,-32.7167,152.15,66.11,99,26,14.92,scattered clouds
357,marica,BR,2022-05-13 21:02:46,-22.9194,-42.8186,76.48,71,68,4.76,broken clouds
358,dambulla,LK,2022-05-13 21:02:47,7.86,80.6517,76.19,88,100,11.07,overcast clouds
359,naze,JP,2022-05-13 21:02:47,28.3667,129.4833,68.92,92,100,9.35,overcast clouds
360,ustyuzhna,RU,2022-05-13 21:02:48,58.8394,36.4321,49.39,69,94,19.57,overcast clouds
361,chara,RU,2022-05-13 21:02:48,56.9064,118.2631,38.59,77,91,3.87,light rain
362,medicine hat,CA,2022-05-13 21:01:25,50.0501,-110.6683,54.03,66,100,11.5,light intensity shower rain
363,mao,ES,2022-05-13 21:02:49,39.8885,4.2658,64.96,94,0,1.14,clear sky
364,abu samrah,SY,2022-05-13 21:02:49,35.3029,37.1841,71.67,36,84,1.7,broken clouds
365,boende,CD,2022-05-13 21:02:49,-0.2167,20.8667,75.9,79,68,2.37,broken clouds
366,nizhnyaya omka,RU,2022-05-13 21:02:50,55.4338,74.9426,57.92,42,99,9.31,overcast clouds
367,kieta,PG,2022-05-13 21:02:29,-6.2167,155.6333,79.83,77,38,1.7,scattered clouds
368,kaseda,JP,2022-05-13 21:02:50,31.4167,130.3167,67.53,89,100,19.04,overcast clouds
369,qasigiannguit,GL,2022-05-13 21:02:51,68.8193,-51.1922,25.75,82,99,3.69,light snow
370,krasnyy oktyabr,RU,2022-05-13 21:02:51,56.1167,38.8833,47.66,79,9,10.47,clear sky
371,luderitz,NA,2022-05-13 21:02:52,-26.6481,15.1594,57.04,63,96,12.1,overcast clouds
372,vuktyl,RU,2022-05-13 21:02:52,63.8567,57.3094,50.2,70,55,7.27,broken clouds
373,revda,RU,2022-05-13 21:02:52,56.801,59.9303,42.44,89,96,6.06,overcast clouds
374,muroto,JP,2022-05-13 21:02:53,33.2833,134.15,69.85,91,100,5.57,light rain
375,bay roberts,CA,2022-05-13 21:02:53,47.5999,-53.2648,48.51,67,78,6.44,broken clouds
376,easley,US,2022-05-13 21:02:54,34.8298,-82.6015,78.44,73,75,17.27,moderate rain
377,madimba,TZ,2022-05-13 21:02:54,-10.4,40.3333,74.77,79,60,8.12,broken clouds
378,chabahar,IR,2022-05-13 21:02:54,25.2919,60.643,83.53,71,0,7.47,clear sky
379,rodental,DE,2022-05-13 21:02:55,50.2833,11.0667,52.52,70,88,1.57,overcast clouds
380,san cristobal,VE,2022-05-13 21:02:55,7.7669,-72.225,78.28,65,88,6.13,overcast clouds
381,riverton,US,2022-05-13 21:00:07,40.5219,-111.9391,69.35,28,0,8.99,clear sky
382,paracuru,BR,2022-05-13 21:02:56,-3.41,-39.0306,81.1,89,100,9.89,heavy intensity rain
383,lakatoro,VU,2022-05-13 21:02:56,-16.0999,167.4164,77.95,75,99,12.24,overcast clouds
384,kudahuvadhoo,MV,2022-05-13 21:02:57,2.6708,72.8944,80.37,80,100,20.62,moderate rain
385,marsabit,KE,2022-05-13 21:02:24,2.3284,37.9899,70.68,55,41,17.56,scattered clouds
386,koutiala,ML,2022-05-13 21:02:57,12.3917,-5.4642,96.58,20,48,5.17,scattered clouds
387,guerrero negro,MX,2022-05-13 21:02:58,27.9769,-114.0611,78.51,29,54,13.91,broken clouds
388,mountain home,US,2022-05-13 21:02:58,43.133,-115.6912,60.28,36,20,17.27,few clouds
389,lata,PT,2022-05-13 21:03:01,40.1629,-8.3327,65.28,53,100,3.09,overcast clouds
390,acapulco,MX,2022-05-13 20:59:03,16.8634,-99.8901,89.06,56,100,11.68,overcast clouds
391,tolga,DZ,2022-05-13 21:03:01,34.7222,5.3785,81.19,21,2,7.25,clear sky
392,shenjiamen,CN,2022-05-13 21:03:02,29.9576,122.298,60.87,70,40,15.59,scattered clouds
393,caranavi,BO,2022-05-13 21:03:02,-15.8167,-67.55,69.37,82,97,1.63,overcast clouds
394,meulaboh,ID,2022-05-13 21:03:03,4.1363,96.1285,77.5,89,60,3.53,broken clouds
395,hoopstad,ZA,2022-05-13 21:03:04,-27.8327,25.9083,61.99,38,100,6.49,overcast clouds
396,calexico,US,2022-05-13 20:58:42,32.679,-115.4989,95.18,6,10,6.06,clear sky
397,tabou,CI,2022-05-13 21:03:04,4.423,-7.3528,81.32,84,98,10.45,overcast clouds
398,malazgirt,TR,2022-05-13 21:03:05,39.1427,42.5401,46.72,67,0,2.86,clear sky
399,cedar city,US,2022-05-13 21:03:05,37.6775,-113.0619,73.4,11,0,4.61,clear sky
400,kidal,ML,2022-05-13 21:03:06,18.4411,1.4078,92.57,6,6,13.96,clear sky
401,khorramshahr,IR,2022-05-13 21:03:07,30.4397,48.1664,81.77,16,0,22.15,clear sky
402,camana,PE,2022-05-13 21:03:07,-16.6228,-72.7111,67.68,74,29,9.62,scattered clouds
403,hami,CN,2022-05-13 21:03:08,42.8,93.45,57.42,10,0,10.29,clear sky
404,codrington,AU,2022-05-13 21:03:08,-38.2667,141.9667,62.19,71,100,17.94,light rain
405,goderich,CA,2022-05-13 21:01:39,43.7501,-81.7165,63.46,77,6,8.37,clear sky
406,anadyr,RU,2022-05-13 21:03:09,64.75,177.4833,31.26,93,96,5.12,overcast clouds
407,ixtapa,MX,2022-05-13 21:00:09,20.7,-105.2,92.48,37,100,8.61,overcast clouds
408,berlevag,NO,2022-05-13 21:03:12,70.8578,29.0864,35.55,80,40,17.27,scattered clouds
409,sovetskiy,RU,2022-05-13 21:03:13,61.3614,63.5842,53.85,55,100,10.96,overcast clouds
410,watsa,CD,2022-05-13 21:03:13,3.0372,29.5355,64.49,91,68,3.67,broken clouds
411,shelburne,CA,2022-05-13 21:00:12,44.0787,-80.2041,80.37,44,6,10.51,clear sky
412,grandview,US,2022-05-13 21:01:38,38.8858,-94.533,85.66,52,94,3.0,overcast clouds
413,ayorou,NE,2022-05-13 21:03:14,14.7308,0.9174,97.93,15,7,8.28,clear sky
414,popondetta,PG,2022-05-13 21:03:14,-8.7537,148.2534,75.13,92,59,2.68,broken clouds
415,el alto,PE,2022-05-13 21:03:15,-4.2714,-81.2147,68.59,76,31,12.64,scattered clouds
416,kununurra,AU,2022-05-13 21:03:15,-15.7667,128.7333,67.98,88,18,0.0,few clouds
417,suleja,NG,2022-05-13 21:03:15,9.1758,7.1808,84.69,57,44,1.28,scattered clouds
418,assiniboia,CA,2022-05-13 21:03:16,49.6334,-105.9845,43.07,90,100,23.87,light rain
419,wellington,NZ,2022-05-13 21:03:16,-41.2866,174.7756,60.46,75,100,14.97,overcast clouds
420,turkmenabat,TM,2022-05-13 21:03:17,39.0733,63.5786,73.09,35,100,19.62,overcast clouds
421,burnie,AU,2022-05-13 21:03:17,-41.0667,145.9167,60.94,95,100,12.75,moderate rain
422,ancud,CL,2022-05-13 21:03:18,-41.8697,-73.8203,50.61,73,98,4.09,overcast clouds
423,farafangana,MG,2022-05-13 21:03:18,-22.8167,47.8333,70.92,76,91,1.05,overcast clouds
424,aquiraz,BR,2022-05-13 21:03:18,-3.9014,-38.3911,81.18,88,93,11.03,overcast clouds
425,kisangani,CD,2022-05-13 21:00:24,0.5167,25.2,74.79,76,68,1.68,broken clouds
426,basoko,CD,2022-05-13 21:03:19,1.2391,23.616,74.19,85,98,2.68,light rain
427,polyarnyy,RU,2022-05-13 21:03:19,69.1989,33.4478,38.35,77,10,3.98,clear sky
428,lakes entrance,AU,2022-05-13 21:03:20,-37.8811,147.981,57.16,92,100,4.29,overcast clouds
429,veraval,IN,2022-05-13 21:03:21,20.9,70.3667,83.35,78,23,15.05,few clouds
430,xining,CN,2022-05-13 21:00:12,36.6167,101.7667,36.84,89,100,3.71,overcast clouds
431,gamba,GA,2022-05-13 21:03:21,-2.65,10.0,77.31,94,100,4.65,overcast clouds
432,shimoda,JP,2022-05-13 21:03:22,34.6667,138.95,69.1,97,100,18.21,moderate rain
433,russell,US,2022-05-13 21:03:22,32.3502,-85.1999,80.96,54,20,3.44,few clouds
434,port alberni,CA,2022-05-13 21:03:22,49.2413,-124.8028,52.12,74,100,8.99,overcast clouds
435,sabha,LY,2022-05-13 21:03:23,27.0377,14.4283,70.39,29,0,10.07,clear sky
436,blagoyevo,RU,2022-05-13 21:03:24,63.3667,47.9167,46.27,88,91,1.48,overcast clouds
437,leicester,GB,2022-05-13 21:01:24,52.6386,-1.1317,57.54,76,94,8.32,overcast clouds
438,pecos,US,2022-05-13 21:01:06,31.4229,-103.4932,95.86,2,0,0.0,clear sky
439,chuari khas,IN,2022-05-13 21:03:25,32.4333,76.0167,74.91,24,0,9.64,clear sky
440,jeremie,HT,2022-05-13 21:03:26,18.65,-74.1167,80.38,74,100,6.15,overcast clouds
441,pundaguitan,PH,2022-05-13 21:03:27,6.3711,126.1689,81.55,76,97,1.03,light rain
442,zanjan,IR,2022-05-13 21:03:27,36.6736,48.4787,43.2,77,1,5.01,clear sky
443,fort morgan,US,2022-05-13 21:03:28,40.2503,-103.8,75.85,9,0,18.41,clear sky
444,caronport,CA,2022-05-13 21:03:28,50.4501,-105.8179,43.74,92,100,21.94,light rain
445,port-gentil,GA,2022-05-13 21:03:29,-0.7193,8.7815,82.36,83,40,10.36,scattered clouds
446,lake jackson,US,2022-05-13 21:03:29,29.0339,-95.4344,90.03,59,75,12.66,broken clouds
447,monrovia,LR,2022-05-13 21:00:11,6.3005,-10.7969,81.07,84,41,8.39,scattered clouds
448,pemangkat,ID,2022-05-13 21:03:30,1.1667,108.9667,78.84,80,100,3.36,overcast clouds
449,ayna,PE,2022-05-13 21:03:30,-12.65,-73.9167,69.84,63,47,3.83,scattered clouds
450,bandarbeyla,SO,2022-05-13 21:03:31,9.4942,50.8122,81.82,88,99,20.87,overcast clouds
451,ulaangom,MN,2022-05-13 21:03:31,49.9811,92.0667,47.07,25,0,1.77,clear sky
